algo,total_runtime_no_eval,system_training_pct,classifier_refine_pct,feat_extract_pct,linear_actual_pct,nonlinear_actual_pct,compensation_excl_feat_pct,slow_vs_seqft,slow_vs_seqkd
b2_sldc,2337.136515378952,63.51994858098243,7.416193841695966,9.921070406572515,0.0,18.726897843815937,19.14278717074909,0.6103250969415841,0.30893373066680496
seqft,1451.3445265293121,79.62010420215661,4.193139159778051,15.532602239963966,0.0,0.0,0.6541543981013798,0.0,-0.1871618140009107
seqkd,1785.5269985198975,83.10849261254451,3.387998892726886,12.961897252455259,0.0,0.0,0.5416112422733372,0.2302571621568974,0.0
