algo,total_runtime_no_eval,system_training_pct,classifier_refine_pct,feat_extract_pct,linear_actual_pct,nonlinear_actual_pct,compensation_excl_feat_pct,slow_vs_seqft,slow_vs_seqkd
a1_sldc,1713.683342218399,69.83737654004214,9.859806332665952,13.441946200732453,6.315394870672376,0.0,6.860870926559451,0.1807557136804956,-0.04023666758388578
seqft,1451.3445265293121,79.62010420215661,4.193139159778051,15.532602239963966,0.0,0.0,0.6541543981013798,0.0,-0.1871618140009107
seqkd,1785.5269985198975,83.10849261254451,3.387998892726886,12.961897252455259,0.0,0.0,0.5416112422733372,0.2302571621568974,0.0
