algo,total_runtime_no_eval,system_training,classifier_refine,feat_extract,linear_actual,nonlinear_actual,compensation_excl_feat,ade_overhead_linear,slow_vs_seqft,slow_vs_seqkd
a2_sldc,2003.3674547672272,1160.3731124401093,167.49078965187073,236.30289101600647,0.0,429.4901211261749,439.2006616592407,0.0,0.3803527819531596,0.12200345132160262
seqft,1451.3445265293121,1155.5620243549347,60.85689568519592,225.43157243728638,0.0,0.0,9.494034051895142,0.0,0.0,-0.1871618140009107
seqkd,1785.5269985198975,1483.9245736598969,60.493634939193726,231.43817496299744,0.0,0.0,9.670614957809448,0.0,0.2302571621568974,0.0
